CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Tenure_Group,R_Score,F_Score,M_Score,RFM_Score
51728,1,0,Computer,1,9,Cash on Delivery,Male,3,3,Mobile Phone,5,Single,1,0,22,0,1,4,131.02,New (< 3 months),2,1,1,4
51729,0,10,Mobile Phone,1,17,Credit Card,Female,2,3,Mobile Phone,4,Married,2,0,13,1,1,2,122.44,Stable (6-12 months),3,1,1,5
51730,0,9,Mobile Phone,3,8,Credit Card,Male,3,4,Fashion,3,Married,2,0,13,8,9,0,175.96,Stable (6-12 months),3,3,2,8
51731,1,10,Computer,1,10,Cash on Delivery,Male,2,3,Mobile Phone,1,Single,10,1,23,1,1,0,122.85,Stable (6-12 months),3,1,1,5
51732,0,10,Mobile Phone,1,20,Debit Card,Female,3,3,Mobile Phone,5,Married,2,0,12,10,12,17,130.34,Stable (6-12 months),1,3,1,5
51733,0,13,Mobile Phone,3,8,E wallet,Female,2,3,Laptop & Accessory,4,Married,8,0,12,0,1,3,157.15,Loyal (12+ months),2,1,2,5
51734,0,15,Mobile Phone,1,16,Debit Card,Female,3,3,Mobile Phone,5,Married,4,0,16,0,1,2,125.75999999999999,Loyal (12+ months),3,1,1,5
51735,0,10,Mobile Phone,1,16,Debit Card,Male,2,3,Laptop & Accessory,4,Single,3,1,12,0,1,1,141.97,Stable (6-12 months),3,1,1,5
51736,0,16,Mobile Phone,1,18,Debit Card,Male,2,4,Grocery,4,Married,2,0,11,3,3,9,243.36,Loyal (12+ months),1,3,3,7
51737,0,13,Mobile Phone,1,8,Credit Card,Female,3,4,Laptop & Accessory,3,Married,7,0,22,1,1,0,134.48,Loyal (12+ months),3,1,1,5
51738,0,27,Mobile Phone,1,11,Credit Card,Male,2,3,Others,5,Married,5,0,16,1,1,2,294.06,Loyal (12+ months),3,1,3,7
51739,0,7,Computer,3,10,E wallet,Female,3,3,Laptop & Accessory,3,Married,10,0,15,0,1,2,165.38,Stable (6-12 months),3,1,2,6
51740,0,4,Mobile Phone,1,13,Credit Card,Female,2,3,Laptop & Accessory,5,Married,2,0,12,3,3,12,143.06,Recent (3-6 months),1,3,1,5
51741,0,10,Computer,1,27,Credit Card,Male,3,3,Mobile Phone,1,Married,8,0,20,1,1,2,122.58000000000001,Stable (6-12 months),3,1,1,5
51742,0,16,Mobile Phone,1,14,UPI,Female,3,3,Laptop & Accessory,3,Married,5,1,14,1,1,2,145.22,Loyal (12+ months),3,1,1,5
51743,0,0,Mobile Phone,3,10,Debit Card,Female,3,4,Laptop & Accessory,1,Single,2,1,11,0,1,3,144.87,New (< 3 months),2,1,1,4
51744,0,10,Computer,1,31,Credit Card,Female,3,3,Laptop & Accessory,3,Married,4,1,15,4,10,7,144.49,Stable (6-12 months),1,3,1,5
51745,0,10,Mobile Phone,1,6,Debit Card,Male,3,4,Mobile Phone,5,Married,2,0,12,3,3,2,122.18,Stable (6-12 months),3,3,1,7
51746,0,12,Computer,1,6,Debit Card,Male,2,3,Others,3,Married,2,1,14,0,1,6,291.97,Stable (6-12 months),1,1,3,5
51747,0,29,Computer,3,12,Debit Card,Female,2,1,Grocery,5,Married,10,0,11,6,3,7,232.12,Loyal (12+ months),1,3,3,7
51748,0,3,Mobile Phone,3,18,Cash on Delivery,Female,2,3,Laptop & Accessory,3,Single,1,0,11,3,4,4,165.77,New (< 3 months),2,3,2,7
51749,0,14,Mobile Phone,3,6,E wallet,Male,2,1,Fashion,5,Married,2,0,16,1,1,7,183.92,Loyal (12+ months),1,1,3,5
51750,0,1,Mobile Phone,1,23,Credit Card,Male,3,3,Laptop & Accessory,5,Married,2,0,12,0,1,8,145.58,New (< 3 months),1,1,1,3
51751,1,0,Mobile Phone,1,9,Credit Card,Male,3,3,Mobile Phone,5,Married,6,0,13,1,1,2,140.31,New (< 3 months),3,1,1,5
51752,0,25,Mobile Phone,1,9,Credit Card,Male,2,4,Fashion,3,Married,3,1,14,1,1,4,179.69,Loyal (12+ months),2,1,2,5
51753,0,18,Mobile Phone,1,16,Debit Card,Male,3,3,Mobile Phone,1,Married,4,0,21,0,1,2,126.53999999999999,Loyal (12+ months),3,1,1,5
51754,0,25,Mobile Phone,1,10,Debit Card,Female,1,3,Grocery,1,Married,3,0,13,2,1,4,265.55,Loyal (12+ months),2,1,3,6
51755,0,15,Computer,1,35,Debit Card,Female,3,3,Laptop & Accessory,3,Married,3,0,11,1,1,2,145.56,Loyal (12+ months),3,1,1,5
51756,0,3,Mobile Phone,1,8,Debit Card,Female,2,5,Laptop & Accessory,1,Single,3,0,20,1,1,2,160.91,New (< 3 months),3,1,2,6
51757,0,30,Mobile Phone,1,13,Debit Card,Female,2,3,Others,5,Married,6,0,16,1,11,10,295.66,Loyal (12+ months),1,3,3,7
51758,0,19,Mobile Phone,1,24,Credit Card,Female,2,3,Laptop & Accessory,3,Married,3,0,14,1,1,8,148.1,Loyal (12+ months),1,1,1,3
51759,0,15,Computer,1,34,Cash on Delivery,Female,2,4,Laptop & Accessory,1,Married,1,0,11,0,1,4,145.23,Loyal (12+ months),2,1,1,4
51760,1,0,Mobile Phone,3,6,Cash on Delivery,Female,3,3,Mobile Phone,4,Single,2,1,16,0,1,4,132.02,New (< 3 months),2,1,1,4
51761,1,0,Computer,3,16,E wallet,Female,2,5,Mobile Phone,3,Married,1,0,16,0,1,0,123.50999999999999,New (< 3 months),3,1,1,5
51762,0,10,Computer,1,8,Debit Card,Male,2,3,Mobile Phone,1,Married,2,1,23,1,1,0,117.02000000000001,Stable (6-12 months),3,1,1,5
51763,0,13,Mobile Phone,3,8,Debit Card,Female,3,3,Others,3,Married,1,0,14,2,1,12,280.41,Loyal (12+ months),1,1,3,5
51764,0,0,Mobile Phone,1,29,Debit Card,Female,3,3,Mobile Phone,1,Married,2,0,22,0,1,2,128.86,New (< 3 months),3,1,1,5
51765,0,10,Computer,1,9,Debit Card,Male,2,3,Mobile Phone,1,Married,5,0,15,1,1,4,120.97,Stable (6-12 months),2,1,1,4
51766,0,2,Mobile Phone,1,9,Credit Card,Male,3,4,Fashion,3,Married,2,0,18,0,1,5,219.35000000000002,New (< 3 months),2,1,3,6
51767,1,0,Mobile Phone,1,16,Cash on Delivery,Female,3,4,Mobile Phone,4,Married,6,0,16,1,1,1,125.46000000000001,New (< 3 months),3,1,1,5
51768,1,0,Mobile Phone,2,16,Cash on Delivery,Male,2,4,Mobile Phone,1,Single,2,0,12,0,1,0,125.63999999999999,New (< 3 months),3,1,1,5
51769,0,3,Computer,3,28,UPI,Female,3,3,Fashion,5,Married,1,0,11,3,7,8,184.12,New (< 3 months),1,3,3,7
51770,0,30,Mobile Phone,3,35,E wallet,Male,2,4,Grocery,1,Married,4,0,12,1,3,0,241.18,Loyal (12+ months),3,3,3,9
51771,0,23,Mobile Phone,1,35,Debit Card,Male,2,4,Grocery,3,Married,1,0,15,2,15,7,270.46,Loyal (12+ months),1,3,3,7
51772,0,3,Computer,1,16,Credit Card,Female,2,3,Mobile Phone,1,Single,1,0,14,1,6,7,125.63999999999999,New (< 3 months),1,3,1,5
51773,0,30,Computer,3,34,E wallet,Female,3,4,Fashion,5,Married,5,0,19,3,13,11,202.66,Loyal (12+ months),1,3,3,7
51774,0,20,Mobile Phone,1,8,Credit Card,Female,3,3,Laptop & Accessory,1,Married,6,0,13,0,1,4,150.7,Loyal (12+ months),2,1,2,5
51775,0,19,Mobile Phone,1,8,Debit Card,Male,2,3,Grocery,3,Married,7,0,13,2,1,1,278.61,Loyal (12+ months),3,1,3,7
51776,0,8,Mobile Phone,1,28,Debit Card,Male,2,5,Mobile Phone,3,Single,1,0,15,1,4,3,142.3,Stable (6-12 months),2,3,1,6
51777,0,27,Mobile Phone,1,5,Debit Card,Female,2,3,Laptop & Accessory,3,Single,8,0,11,0,1,0,137.8,Loyal (12+ months),3,1,1,5
51778,0,7,Mobile Phone,1,8,Debit Card,Male,3,4,Mobile Phone,3,Married,4,0,12,3,5,7,127.68,Stable (6-12 months),1,3,1,5
51779,0,5,Mobile Phone,3,16,E wallet,Female,3,4,Fashion,1,Married,3,1,19,0,1,2,190.71,Recent (3-6 months),3,1,3,7
51780,0,4,Mobile Phone,1,15,Debit Card,Male,2,3,Fashion,4,Married,2,0,25,0,1,8,206.48000000000002,Recent (3-6 months),1,1,3,5
51781,1,0,Mobile Phone,1,21,Credit Card,Male,2,3,Fashion,3,Married,8,1,12,3,3,7,236.10000000000002,New (< 3 months),1,3,3,7
51782,1,0,Mobile Phone,1,16,Credit Card,Male,2,5,Mobile Phone,1,Married,8,0,13,0,1,3,134.08,New (< 3 months),2,1,1,4
51783,0,3,Mobile Phone,3,13,E wallet,Male,3,3,Mobile Phone,4,Single,1,0,14,0,1,2,129.83,New (< 3 months),3,1,1,5
51784,0,8,Mobile Phone,1,22,Debit Card,Male,3,3,Fashion,3,Married,5,1,12,0,1,0,176.32,Stable (6-12 months),3,1,2,6
51785,1,0,Computer,1,26,Debit Card,Male,3,3,Fashion,3,Married,4,0,12,1,1,0,198.24,New (< 3 months),3,1,3,7
51786,1,0,Computer,2,29,UPI,Female,2,3,Fashion,5,Married,10,1,15,1,1,2,199.5,New (< 3 months),3,1,3,7
51787,0,10,Computer,1,11,UPI,Male,3,3,Mobile Phone,3,Married,5,0,17,0,2,0,120.93,Stable (6-12 months),3,2,1,6
51788,0,9,Computer,3,16,Credit Card,Male,2,3,Fashion,1,Single,2,0,14,8,9,7,199.8,Stable (6-12 months),1,3,3,7
51789,1,0,Computer,1,10,Cash on Delivery,Male,3,4,Mobile Phone,3,Single,6,0,16,0,1,2,138.94,New (< 3 months),3,1,1,5
51790,0,21,Mobile Phone,3,8,E wallet,Female,2,3,Laptop & Accessory,1,Married,3,0,14,6,6,7,140.51,Loyal (12+ months),1,3,1,5
51791,0,28,Mobile Phone,3,24,Debit Card,Female,2,3,Grocery,4,Single,4,0,23,2,7,8,268.35,Loyal (12+ months),1,3,3,7
51792,0,14,Computer,3,16,Debit Card,Male,2,3,Laptop & Accessory,1,Single,8,0,14,0,1,10,162.3,Loyal (12+ months),1,1,2,4
51793,0,8,Mobile Phone,3,6,E wallet,Male,2,3,Laptop & Accessory,3,Married,10,0,11,0,6,9,147.17,Stable (6-12 months),1,3,1,5
51794,0,13,Mobile Phone,1,12,Debit Card,Female,3,3,Grocery,3,Single,8,0,15,4,3,13,232.37,Loyal (12+ months),1,3,3,7
51795,0,12,Computer,1,14,Debit Card,Female,2,3,Mobile Phone,3,Married,2,0,11,1,1,7,137.55,Stable (6-12 months),1,1,1,3
51796,0,4,Mobile Phone,3,8,Debit Card,Male,3,3,Laptop & Accessory,1,Single,5,1,13,1,1,5,165.82,Recent (3-6 months),2,1,2,5
51797,0,15,Mobile Phone,1,30,Credit Card,Male,2,3,Fashion,5,Married,2,1,21,5,5,8,174.06,Loyal (12+ months),1,3,2,6
51798,0,18,Mobile Phone,3,8,UPI,Male,3,3,Laptop & Accessory,4,Married,1,0,19,3,3,7,148.05,Loyal (12+ months),1,3,1,5
51799,1,0,Computer,2,23,Debit Card,Female,3,3,Mobile Phone,3,Married,1,1,11,0,1,0,127.41,New (< 3 months),3,1,1,5
51800,0,2,Mobile Phone,1,25,Cash on Delivery,Male,2,3,Laptop & Accessory,1,Married,5,0,12,1,1,2,142.62,New (< 3 months),3,1,1,5
51801,0,6,Mobile Phone,1,6,Credit Card,Female,3,1,Grocery,3,Married,5,0,19,2,1,5,261.84,Recent (3-6 months),2,1,3,6
51802,0,4,Mobile Phone,3,13,Debit Card,Male,2,4,Fashion,1,Married,10,0,21,1,1,5,215.57,Recent (3-6 months),2,1,3,6
51803,1,10,Computer,3,11,E wallet,Male,3,3,Mobile Phone,4,Single,2,1,14,1,1,0,118.78,Stable (6-12 months),3,1,1,5
51804,0,13,Computer,3,34,UPI,Male,2,5,Fashion,5,Married,4,0,15,0,1,5,209.32,Loyal (12+ months),2,1,3,6
51805,0,14,Computer,1,8,UPI,Female,3,4,Laptop & Accessory,3,Single,3,1,17,0,1,7,168.11,Loyal (12+ months),1,1,2,4
51806,0,0,Mobile Phone,3,35,Credit Card,Male,2,3,Laptop & Accessory,3,Married,6,0,12,0,1,0,143.06,New (< 3 months),3,1,1,5
51807,0,8,Mobile Phone,3,6,Credit Card,Female,3,3,Laptop & Accessory,3,Single,2,0,16,1,1,3,148.59,Stable (6-12 months),2,1,1,4
51808,0,7,Mobile Phone,3,27,Debit Card,Male,3,1,Laptop & Accessory,1,Single,2,0,12,0,5,7,153.37,Stable (6-12 months),1,3,2,6
51809,1,0,Mobile Phone,1,16,Cash on Delivery,Male,3,5,Mobile Phone,1,Single,2,1,18,0,1,0,123.4,New (< 3 months),3,1,1,5
51810,0,10,Mobile Phone,1,6,Cash on Delivery,Female,2,3,Fashion,1,Single,5,0,17,1,1,2,174.91,Stable (6-12 months),3,1,2,6
51811,0,19,Computer,1,24,Credit Card,Female,2,3,Fashion,3,Married,6,0,11,0,1,2,205.27,Loyal (12+ months),3,1,3,7
51812,0,14,Mobile Phone,3,8,Debit Card,Female,3,3,Grocery,5,Married,8,0,16,2,11,8,265.95,Loyal (12+ months),1,3,3,7
51813,0,10,Computer,3,15,Credit Card,Male,3,3,Fashion,4,Married,2,0,13,1,7,7,188.34,Stable (6-12 months),1,3,3,7
51814,0,25,Mobile Phone,1,12,Cash on Delivery,Male,3,3,Laptop & Accessory,5,Married,4,1,12,2,6,9,155.77,Loyal (12+ months),1,3,2,6
51815,1,0,Computer,3,17,UPI,Male,2,1,Laptop & Accessory,3,Married,9,0,12,1,1,2,147.07,New (< 3 months),3,1,1,5
51816,0,0,Computer,3,16,Credit Card,Male,2,3,Mobile Phone,1,Married,1,0,13,1,2,1,124.0,New (< 3 months),3,2,1,6
51817,0,11,Mobile Phone,1,16,Credit Card,Female,3,3,Laptop & Accessory,3,Married,4,0,19,0,1,0,198.24,Stable (6-12 months),3,1,3,7
51818,0,10,Mobile Phone,1,6,Debit Card,Female,3,3,Laptop & Accessory,4,Married,7,0,12,4,4,3,164.47,Stable (6-12 months),2,3,2,7
51819,0,22,Mobile Phone,1,24,Debit Card,Male,2,4,Others,3,Married,2,1,16,1,1,9,295.02,Loyal (12+ months),1,1,3,5
51820,0,0,Mobile Phone,1,29,Credit Card,Male,3,1,Mobile Phone,1,Married,2,1,11,0,1,4,127.25,New (< 3 months),2,1,1,4
51821,0,0,Mobile Phone,3,34,E wallet,Male,3,3,Laptop & Accessory,4,Married,2,0,20,0,1,4,162.72,New (< 3 months),2,1,2,5
51822,0,10,Mobile Phone,1,23,UPI,Male,3,4,Mobile Phone,4,Married,2,0,21,1,1,0,121.27000000000001,Stable (6-12 months),3,1,1,5
51823,0,23,Computer,2,9,Credit Card,Male,3,3,Others,4,Married,2,0,11,2,10,7,282.0,Loyal (12+ months),1,3,3,7
51824,0,10,Mobile Phone,3,19,Credit Card,Male,2,3,Mobile Phone,3,Married,2,0,11,1,1,6,120.96000000000001,Stable (6-12 months),1,1,1,3
51825,1,0,Computer,1,13,Debit Card,Female,3,3,Mobile Phone,3,Married,2,1,16,0,1,2,128.86,New (< 3 months),3,1,1,5
51826,1,10,Computer,3,18,Debit Card,Male,3,4,Mobile Phone,5,Married,2,0,18,1,1,0,120.33000000000001,Stable (6-12 months),3,1,1,5
51827,0,7,Mobile Phone,1,6,Debit Card,Male,2,4,Mobile Phone,1,Married,2,1,13,1,1,3,136.22,Stable (6-12 months),2,1,1,4
51828,1,0,Mobile Phone,3,19,Credit Card,Male,2,3,Laptop & Accessory,5,Married,3,0,17,0,1,2,142.33,New (< 3 months),3,1,1,5
51829,0,8,Mobile Phone,1,31,UPI,Male,2,4,Laptop & Accessory,1,Single,5,0,14,1,1,2,136.81,Stable (6-12 months),3,1,1,5
51830,0,4,Mobile Phone,3,12,Credit Card,Male,3,1,Laptop & Accessory,1,Married,5,0,22,5,5,7,154.6,Recent (3-6 months),1,3,2,6
51831,0,10,Mobile Phone,1,12,Credit Card,Female,3,4,Mobile Phone,3,Married,1,0,12,0,1,3,121.87,Stable (6-12 months),2,1,1,4
51832,0,10,Mobile Phone,3,8,E wallet,Male,3,3,Laptop & Accessory,3,Married,5,1,11,0,1,0,196.02,Stable (6-12 months),3,1,3,7
51833,0,0,Mobile Phone,1,6,Debit Card,Female,3,4,Mobile Phone,4,Single,2,0,13,0,1,0,128.36,New (< 3 months),3,1,1,5
51834,0,15,Mobile Phone,1,8,Debit Card,Female,2,3,Laptop & Accessory,1,Married,2,0,13,0,2,2,140.89,Loyal (12+ months),3,2,1,6
51835,0,16,Mobile Phone,1,12,UPI,Male,2,4,Grocery,1,Married,5,1,14,2,1,0,266.27,Loyal (12+ months),3,1,3,7
51836,0,11,Mobile Phone,1,16,Debit Card,Female,2,3,Mobile Phone,5,Single,4,0,17,0,1,0,126.19,Stable (6-12 months),3,1,1,5
51837,0,16,Computer,1,15,Credit Card,Male,3,3,Laptop & Accessory,3,Married,4,1,13,1,4,7,156.79,Loyal (12+ months),1,3,2,6
51838,0,21,Mobile Phone,1,6,Debit Card,Female,2,4,Grocery,5,Married,8,0,11,0,3,2,254.01999999999998,Loyal (12+ months),3,3,3,9
51839,0,17,Mobile Phone,2,6,Debit Card,Female,2,4,Laptop & Accessory,3,Single,5,0,11,1,1,2,159.85,Loyal (12+ months),3,1,2,6
51840,0,7,Mobile Phone,3,16,Cash on Delivery,Female,2,3,Mobile Phone,3,Married,2,1,18,1,1,6,125.78999999999999,Stable (6-12 months),1,1,1,3
51841,1,0,Mobile Phone,3,8,E wallet,Male,3,3,Mobile Phone,5,Married,1,0,11,1,1,2,130.41,New (< 3 months),3,1,1,5
51842,0,0,Mobile Phone,3,28,Cash on Delivery,Male,2,3,Mobile Phone,3,Single,2,0,11,0,1,2,134.47,New (< 3 months),3,1,1,5
51843,0,17,Mobile Phone,1,9,UPI,Male,2,3,Others,1,Married,5,1,16,0,1,1,295.13,Loyal (12+ months),3,1,3,7
51844,0,0,Mobile Phone,1,12,Credit Card,Male,3,3,Mobile Phone,3,Married,1,0,20,1,2,2,127.72999999999999,New (< 3 months),3,2,1,6
51845,0,6,Mobile Phone,3,14,E wallet,Male,2,3,Laptop & Accessory,3,Married,1,0,12,0,1,2,171.04,Recent (3-6 months),3,1,2,6
51846,0,5,Mobile Phone,1,15,Debit Card,Female,3,3,Laptop & Accessory,1,Married,2,1,12,1,1,5,163.22,Recent (3-6 months),2,1,2,5
51847,0,10,Computer,1,9,Credit Card,Female,3,3,Mobile Phone,3,Married,2,0,20,1,1,0,120.83000000000001,Stable (6-12 months),3,1,1,5
51848,0,26,Mobile Phone,3,6,Credit Card,Female,2,3,Laptop & Accessory,5,Single,8,0,20,4,8,10,183.81,Loyal (12+ months),1,3,3,7
51849,0,7,Mobile Phone,1,6,Debit Card,Male,3,3,Mobile Phone,1,Married,2,0,12,1,8,8,126.91,Stable (6-12 months),1,3,1,5
51850,1,8,Computer,3,32,Debit Card,Female,3,3,Laptop & Accessory,5,Married,3,0,14,0,1,0,142.86,Stable (6-12 months),3,1,1,5
51851,0,0,Mobile Phone,1,12,Debit Card,Female,3,3,Mobile Phone,1,Married,2,1,13,0,1,2,56.0,New (< 3 months),3,1,1,5
51852,0,10,Mobile Phone,1,9,UPI,Male,2,3,Fashion,3,Married,2,0,15,7,7,8,194.34,Stable (6-12 months),1,3,3,7
51853,0,2,Mobile Phone,3,9,Credit Card,Female,3,3,Laptop & Accessory,3,Married,2,0,14,0,1,2,155.61,New (< 3 months),3,1,2,6
51854,0,8,Mobile Phone,1,12,Debit Card,Male,2,5,Laptop & Accessory,1,Single,2,0,13,0,11,8,166.46,Stable (6-12 months),1,3,2,6
51855,0,6,Computer,1,12,Debit Card,Male,1,3,Laptop & Accessory,1,Married,4,0,23,3,4,7,177.25,Recent (3-6 months),1,3,2,6
51856,0,27,Mobile Phone,2,25,Credit Card,Male,2,3,Fashion,4,Married,3,0,15,2,7,1,207.25,Loyal (12+ months),3,3,3,9
51857,0,9,Mobile Phone,1,15,Credit Card,Male,2,4,Laptop & Accessory,4,Married,3,1,11,0,1,2,188.47,Stable (6-12 months),3,1,3,7
51858,0,10,Mobile Phone,1,9,Credit Card,Male,2,4,Mobile Phone,1,Single,1,0,13,1,1,1,120.44999999999999,Stable (6-12 months),3,1,1,5
51859,1,0,Mobile Phone,1,16,Credit Card,Male,2,3,Mobile Phone,3,Single,2,1,11,1,1,1,110.09,New (< 3 months),3,1,1,5
51860,1,0,Computer,1,9,Debit Card,Male,3,3,Mobile Phone,5,Single,2,1,11,5,9,7,133.48,New (< 3 months),1,3,1,5
51861,0,10,Computer,1,9,Debit Card,Male,2,4,Mobile Phone,3,Married,2,0,18,1,1,0,112.81,Stable (6-12 months),3,1,1,5
51862,0,0,Mobile Phone,1,10,Credit Card,Male,3,1,Mobile Phone,5,Married,3,0,16,0,1,2,128.19,New (< 3 months),3,1,1,5
51863,0,0,Mobile Phone,3,14,Debit Card,Male,2,1,Laptop & Accessory,4,Married,1,0,22,1,1,2,148.51,New (< 3 months),3,1,1,5
51864,0,11,Mobile Phone,3,13,E wallet,Female,2,4,Laptop & Accessory,1,Single,1,0,20,1,1,5,140.28,Stable (6-12 months),2,1,1,4
51865,0,2,Computer,1,6,Debit Card,Male,3,5,Mobile Phone,1,Married,2,0,18,0,2,8,127.19999999999999,New (< 3 months),1,2,1,4
51866,0,21,Mobile Phone,3,8,E wallet,Male,2,1,Laptop & Accessory,4,Married,4,0,12,0,2,2,181.2,Loyal (12+ months),3,2,3,8
51867,0,0,Computer,3,9,Credit Card,Female,3,1,Laptop & Accessory,1,Married,2,1,20,1,1,4,146.47,New (< 3 months),2,1,1,4
51868,0,10,Mobile Phone,1,16,Debit Card,Male,3,1,Mobile Phone,1,Single,4,0,17,1,1,0,146.8,Stable (6-12 months),3,1,1,5
51869,0,23,Mobile Phone,1,34,Credit Card,Male,3,1,Mobile Phone,3,Married,2,1,11,0,3,8,132.21,Loyal (12+ months),1,3,1,5
51870,0,7,Mobile Phone,1,15,Credit Card,Female,2,4,Fashion,4,Single,2,0,14,4,7,7,186.21,Stable (6-12 months),1,3,3,7
51871,1,0,Mobile Phone,3,9,Debit Card,Female,3,3,Laptop & Accessory,3,Single,10,0,14,1,2,0,145.77,New (< 3 months),3,2,1,6
51872,0,12,Mobile Phone,1,8,Cash on Delivery,Female,3,4,Laptop & Accessory,3,Single,2,0,11,1,11,10,145.53,Stable (6-12 months),1,3,1,5
51873,0,5,Mobile Phone,3,16,E wallet,Male,2,3,Laptop & Accessory,1,Single,2,0,12,1,1,8,153.96,Recent (3-6 months),1,1,2,4
51874,1,13,Computer,3,14,Cash on Delivery,Male,2,3,Laptop & Accessory,3,Married,4,1,14,0,1,3,167.96,Loyal (12+ months),2,1,2,5
51875,0,11,Mobile Phone,1,6,Debit Card,Female,2,1,Laptop & Accessory,1,Single,1,0,13,0,1,8,176.25,Stable (6-12 months),1,1,2,4
51876,0,0,Mobile Phone,1,6,Debit Card,Female,3,3,Fashion,5,Married,2,0,11,0,1,7,174.12,New (< 3 months),1,1,2,4
51877,0,5,Mobile Phone,1,9,Debit Card,Female,2,3,Fashion,1,Single,4,0,15,6,7,5,211.58999999999997,Recent (3-6 months),2,3,3,8
51878,0,20,Mobile Phone,3,20,E wallet,Male,2,3,Laptop & Accessory,5,Single,3,0,12,1,1,7,149.6,Loyal (12+ months),1,1,1,3
51879,0,13,Computer,3,11,Debit Card,Male,2,4,Fashion,5,Married,6,1,21,0,1,12,204.75,Loyal (12+ months),1,1,3,5
51880,0,26,Mobile Phone,1,13,Debit Card,Male,2,1,Grocery,3,Married,4,0,19,0,3,3,248.14,Loyal (12+ months),2,3,3,8
51881,0,14,Mobile Phone,2,16,UPI,Male,3,4,Others,1,Married,4,0,15,2,12,6,291.41,Loyal (12+ months),1,3,3,7
51882,0,30,Mobile Phone,3,22,E wallet,Male,2,3,Laptop & Accessory,5,Single,9,0,14,2,2,2,154.05,Loyal (12+ months),3,2,2,7
51883,0,0,Computer,1,16,Debit Card,Male,2,3,Fashion,5,Married,2,0,21,0,1,7,187.93,New (< 3 months),1,1,3,5
51884,0,14,Mobile Phone,2,6,UPI,Male,2,4,Others,3,Married,2,0,12,2,2,10,291.89,Loyal (12+ months),1,2,3,6
51885,0,23,Mobile Phone,3,14,E wallet,Male,2,3,Mobile Phone,4,Married,8,0,15,0,2,2,138.75,Loyal (12+ months),3,2,1,6
51886,1,10,Mobile Phone,1,6,Debit Card,Female,3,5,Mobile Phone,4,Single,8,1,13,1,3,7,122.16,Stable (6-12 months),1,3,1,5
51887,0,9,Computer,1,14,Debit Card,Female,3,1,Fashion,5,Married,10,0,14,0,1,5,217.13,Stable (6-12 months),2,1,3,6
51888,0,11,Mobile Phone,1,6,Debit Card,Female,2,3,Fashion,3,Single,5,1,14,0,1,0,178.61,Stable (6-12 months),3,1,2,6
51889,0,17,Computer,1,30,Credit Card,Male,2,5,Mobile Phone,3,Single,3,0,14,0,1,4,137.08,Loyal (12+ months),2,1,1,4
51890,0,20,Computer,3,9,Credit Card,Female,2,3,Grocery,3,Married,10,1,12,1,3,13,237.7,Loyal (12+ months),1,3,3,7
51891,0,3,Mobile Phone,3,33,E wallet,Male,3,3,Laptop & Accessory,1,Married,8,0,23,2,7,7,153.04,New (< 3 months),1,3,2,6
51892,0,2,Mobile Phone,3,16,Debit Card,Male,3,3,Mobile Phone,3,Single,2,0,11,1,1,0,126.41999999999999,New (< 3 months),3,1,1,5
51893,1,5,Computer,1,25,Credit Card,Male,3,1,Mobile Phone,3,Married,7,1,12,0,2,2,127.59,Recent (3-6 months),3,2,1,6
51894,0,16,Computer,3,21,Debit Card,Male,2,4,Laptop & Accessory,1,Married,4,0,18,1,2,2,168.04,Loyal (12+ months),3,2,2,7
51895,0,7,Mobile Phone,1,14,Credit Card,Female,3,3,Laptop & Accessory,3,Single,4,0,11,0,4,3,161.42,Stable (6-12 months),2,3,2,7
51896,0,0,Mobile Phone,1,16,Credit Card,Male,2,3,Mobile Phone,5,Married,2,0,14,1,1,2,125.0,New (< 3 months),3,1,1,5
51897,0,12,Mobile Phone,2,9,UPI,Female,2,1,Laptop & Accessory,4,Married,10,0,15,0,3,6,163.89,Stable (6-12 months),1,3,2,6
51898,0,29,Mobile Phone,1,15,Credit Card,Male,2,3,Grocery,1,Married,8,0,11,0,1,5,211.02999999999997,Loyal (12+ months),2,1,3,6
51899,0,13,Mobile Phone,1,16,Credit Card,Female,2,4,Mobile Phone,1,Single,1,1,20,0,2,3,123.41999999999999,Loyal (12+ months),2,2,1,5
51900,0,0,Mobile Phone,1,13,Credit Card,Female,2,4,Laptop & Accessory,5,Single,9,0,19,1,1,7,168.11,New (< 3 months),1,1,2,4
51901,0,10,Mobile Phone,3,16,E wallet,Male,2,3,Mobile Phone,4,Married,2,0,14,2,2,2,122.97,Stable (6-12 months),3,2,1,6
51902,0,26,Mobile Phone,1,16,Debit Card,Male,2,3,Laptop & Accessory,1,Single,3,0,17,2,2,2,124.5,Loyal (12+ months),3,2,1,6
51903,0,8,Computer,1,8,Debit Card,Female,3,3,Laptop & Accessory,5,Married,3,0,11,1,1,0,150.93,Stable (6-12 months),3,1,2,6
51904,0,5,Computer,1,30,Debit Card,Male,3,3,Laptop & Accessory,1,Married,2,0,15,1,4,7,153.09,Recent (3-6 months),1,3,2,6
